Description	ID	Physalia	Nanomia	Agalma	Abylopsis	Craseoa	Hydra	Nematostella
2869	2869	1	1	1	0	1	1	2
2870	2870	1	1	1	1	1	1	1
2871	2871	2	0	1	1	1	1	1
2872	2872	1	1	1	1	1	1	1
2873	2873	1	1	1	1	1	1	1
2874	2874	1	1	1	1	1	1	1
2875	2875	2	1	1	1	1	1	0
2876	2876	1	1	1	1	1	1	1
2877	2877	1	1	1	1	1	2	0
2878	2878	1	1	1	1	1	2	0
2879	2879	1	1	1	1	1	1	1
2880	2880	2	1	0	1	1	1	1
2881	2881	1	1	1	1	1	1	1
2882	2882	1	1	1	1	1	1	1
2883	2883	1	0	2	1	1	1	1
2884	2884	1	1	1	1	1	1	1
2885	2885	1	1	0	1	2	1	1
2886	2886	1	1	1	1	1	1	1
2887	2887	1	1	1	0	2	1	1
2888	2888	1	0	2	1	1	1	1
2889	2889	2	1	1	1	0	1	1
2890	2890	0	1	1	1	2	1	1
2891	2891	0	1	1	2	1	1	1
2892	2892	1	2	1	0	1	1	1
2893	2893	1	1	1	1	1	1	1
2894	2894	1	1	1	1	1	1	1
2895	2895	1	1	1	1	1	1	1
2896	2896	0	1	1	1	2	1	1
2897	2897	1	1	1	1	1	0	2
2898	2898	2	1	1	1	1	1	0
2899	2899	0	1	1	1	2	1	1
2900	2900	0	2	1	1	1	1	1
2901	2901	1	2	1	0	1	1	1
2902	2902	2	1	0	1	1	1	1
2903	2903	1	1	1	1	1	1	1
2904	2904	2	0	1	1	1	1	1
2905	2905	1	1	1	1	1	1	1
2906	2906	1	1	1	1	1	2	0
2907	2907	1	1	1	1	1	1	1
2908	2908	1	1	1	1	1	1	1
2909	2909	1	1	1	1	1	1	1
2910	2910	0	1	1	1	1	2	1
2911	2911	1	1	1	0	2	1	1
2912	2912	1	1	1	1	1	1	1
2913	2913	1	1	1	0	2	1	1
2914	2914	1	1	1	1	1	1	1
2915	2915	1	1	1	1	1	1	1
2916	2916	1	1	1	1	1	1	1
2917	2917	1	1	1	1	1	1	1
2918	2918	1	1	1	1	1	1	1
2919	2919	1	1	1	1	1	1	1
2920	2920	1	1	1	1	1	1	1
2921	2921	2	1	1	1	1	1	0
2922	2922	1	1	1	1	1	1	1
2923	2923	1	1	1	1	1	1	1
2924	2924	1	1	1	1	1	1	1
2925	2925	0	1	1	1	1	2	1
2926	2926	0	1	1	1	1	2	0
2927	2927	1	1	1	1	2	1	0
2928	2928	1	1	1	1	1	1	1
2929	2929	1	1	1	1	1	1	1
2930	2930	1	1	1	1	1	1	1
2931	2931	2	1	1	1	1	1	0
2932	2932	1	1	1	1	1	1	1
2933	2933	2	1	1	1	0	1	1
2934	2934	0	1	0	1	2	1	2
2935	2935	1	1	1	1	1	1	1
2936	2936	2	1	1	0	1	1	1
2937	2937	0	1	1	2	1	1	1
2938	2938	2	1	1	1	1	1	0
2939	2939	1	1	1	1	1	1	1
2940	2940	1	1	1	1	1	1	1
2941	2941	1	1	1	0	2	1	1
2942	2942	1	1	0	2	1	1	1
2943	2943	0	2	1	0	2	1	1
2944	2944	3	1	1	1	0	1	0
2945	2945	1	1	1	1	1	1	1
2946	2946	1	1	1	1	2	1	0
2947	2947	2	1	1	1	1	1	0
2948	2948	3	1	2	0	1	0	0
2949	2949	1	1	1	1	1	1	1
2950	2950	1	1	1	1	1	1	1
2951	2951	1	1	1	0	2	1	1
2952	2952	1	1	1	1	2	1	0
2953	2953	1	1	1	0	2	1	1
2954	2954	1	1	1	1	1	1	1
2955	2955	1	1	1	1	1	1	1
2956	2956	0	2	1	2	2	0	0
2957	2957	1	1	1	1	1	1	1
2958	2958	1	1	1	1	1	1	1
2959	2959	0	1	1	2	1	1	1
2960	2960	1	1	1	1	1	1	1
2961	2961	1	1	1	0	2	1	1
2962	2962	0	0	2	1	1	1	1
2963	2963	1	1	1	1	1	1	1
2964	2964	1	1	1	1	1	1	1
2965	2965	3	1	1	0	1	1	0
2966	2966	0	1	2	0	0	1	3
2967	2967	2	1	1	1	1	1	0
2968	2968	0	1	1	1	1	1	1
2969	2969	1	1	1	1	1	1	1
2970	2970	1	1	1	1	1	1	1
2971	2971	1	2	1	0	1	1	1
2972	2972	1	1	1	1	1	1	1
2973	2973	1	1	2	1	0	1	1
2974	2974	1	1	1	0	2	1	1
2975	2975	1	1	1	0	1	1	1
2976	2976	1	1	1	1	1	1	1
2977	2977	2	1	1	0	1	1	1
2978	2978	1	1	1	1	1	1	1
2979	2979	1	0	1	1	1	3	0
2980	2980	1	1	1	1	1	1	1
2981	2981	1	1	1	1	1	1	1
2982	2982	1	0	1	2	1	1	1
2983	2983	1	1	1	1	2	0	1
2984	2984	1	1	1	1	1	1	1
2985	2985	1	1	2	0	1	1	1
2986	2986	2	0	1	1	1	1	1
2987	2987	1	1	1	1	1	1	1
2988	2988	1	0	1	0	1	4	0
2989	2989	1	0	1	1	2	1	1
2990	2990	1	1	1	1	1	1	1
2991	2991	1	1	1	1	1	1	1
2992	2992	1	0	1	1	1	1	2
2993	2993	1	1	1	1	1	1	1
2994	2994	1	1	1	1	1	1	1
2995	2995	1	1	1	1	1	1	1
2996	2996	2	0	1	1	2	0	1
2997	2997	2	0	1	1	1	1	1
2998	2998	0	1	1	1	1	1	1
2999	2999	1	1	1	1	1	1	1
3000	3000	0	1	1	1	1	1	2
3001	3001	1	1	1	1	1	1	1
3002	3002	1	1	1	1	2	1	0
3003	3003	1	0	1	1	1	1	2
3004	3004	1	1	1	1	1	1	1
3005	3005	1	1	1	1	1	1	1
3006	3006	1	1	1	1	1	1	1
3007	3007	2	1	1	1	0	2	0
3008	3008	0	1	1	1	1	2	1
3009	3009	1	1	1	0	1	1	1
3010	3010	1	1	1	1	1	1	0
3011	3011	0	1	1	1	1	1	1
3012	3012	0	2	1	1	1	1	0
3013	3013	1	1	2	1	0	1	0
3014	3014	1	1	1	1	1	1	0
3015	3015	1	1	1	1	1	1	0
3016	3016	1	1	1	1	1	1	0
3017	3017	1	1	0	1	1	1	1
3018	3018	0	1	1	1	1	1	1
3019	3019	0	2	1	1	2	0	0
3020	3020	1	0	1	1	1	1	1
3021	3021	0	1	1	1	1	1	1
3022	3022	1	1	1	0	1	1	1
3023	3023	1	1	1	1	1	1	0
3024	3024	2	1	1	0	1	1	0
3025	3025	2	0	1	1	0	1	1
3026	3026	0	1	1	1	3	0	0
3027	3027	0	1	2	0	1	1	1
3028	3028	1	0	2	0	1	2	0
3029	3029	1	1	1	1	1	1	0
3030	3030	0	1	1	2	1	1	0
3031	3031	1	1	1	1	1	1	0
3032	3032	1	1	1	1	0	1	1
3033	3033	1	1	1	0	1	1	1
3034	3034	0	2	2	1	0	1	0
3035	3035	1	1	1	2	1	0	0
3036	3036	1	1	1	1	1	1	0
3037	3037	1	1	1	1	1	1	0
3038	3038	1	1	1	1	1	1	0
3039	3039	0	1	1	1	3	0	0
3040	3040	1	1	1	0	1	1	1
3041	3041	0	1	1	1	1	1	1
3042	3042	1	0	1	1	2	1	0
3043	3043	0	1	1	0	1	1	2
3044	3044	1	1	0	1	1	1	1
3045	3045	1	1	1	0	1	1	1
3046	3046	0	1	1	1	1	2	0
3047	3047	1	1	1	1	1	1	0
3048	3048	1	1	0	1	1	1	1
3049	3049	1	1	1	1	1	0	1
3050	3050	0	1	1	1	1	1	1
3051	3051	0	1	1	1	1	1	1
3052	3052	1	1	1	1	1	1	0
3053	3053	1	1	1	0	1	1	1
3054	3054	0	2	2	0	0	1	1
3055	3055	1	1	1	0	1	1	1
3056	3056	0	1	1	1	1	1	1
3057	3057	1	1	1	1	1	1	0
3058	3058	0	2	1	1	1	1	0
3059	3059	1	1	2	0	1	1	0
3060	3060	2	1	1	1	0	0	1
3061	3061	1	1	2	1	1	0	0
3062	3062	0	2	1	1	1	1	0
3063	3063	1	2	2	0	1	0	0
3064	3064	1	1	0	1	1	1	1
3065	3065	1	1	1	1	0	1	1
3066	3066	0	1	1	2	1	1	0
3067	3067	1	1	1	1	1	1	0
3068	3068	1	1	1	1	1	1	0
3069	3069	2	1	1	0	1	1	0
3070	3070	1	1	1	1	1	0	1
3071	3071	1	2	2	0	1	0	0
3072	3072	1	1	1	1	1	1	0
3073	3073	2	1	0	0	1	1	1
3074	3074	0	1	1	1	1	1	1
3075	3075	0	2	1	1	1	1	0
3076	3076	1	1	1	0	1	1	1
3077	3077	0	2	1	1	1	1	0
3078	3078	0	2	0	1	1	1	1
3079	3079	1	1	1	1	1	1	0
3080	3080	1	1	0	1	1	1	1
3081	3081	0	1	1	1	2	1	0
3082	3082	2	1	0	0	1	1	1
3083	3083	1	1	1	0	2	1	0
3084	3084	1	1	1	0	1	1	1
3085	3085	1	0	0	1	2	1	1
3086	3086	0	1	1	1	1	1	1
3087	3087	0	1	1	1	1	1	1
3088	3088	1	1	1	1	1	1	0
3089	3089	2	1	1	1	0	1	0
3090	3090	1	1	1	1	1	1	0
3091	3091	1	1	1	1	0	1	1
3092	3092	1	0	1	1	1	1	1
3093	3093	1	1	1	1	1	1	0
3094	3094	0	1	0	1	1	0	2
3095	3095	1	1	1	1	1	1	0
3096	3096	0	1	1	1	1	1	1
3097	3097	0	1	0	0	1	3	1
3098	3098	1	1	1	1	1	1	0
3099	3099	0	1	1	1	1	0	0
3100	3100	0	1	2	0	1	2	0
3101	3101	1	0	1	1	1	1	0
3102	3102	1	1	2	1	1	0	0
3103	3103	0	2	2	1	1	0	0
3104	3104	0	1	1	1	1	1	1
3105	3105	0	0	1	1	1	2	1
3106	3106	2	1	2	0	0	1	0
3107	3107	0	1	1	1	1	1	1
3108	3108	1	1	1	0	1	1	1
3109	3109	2	0	1	0	2	0	1
3110	3110	1	1	1	0	1	1	1
3111	3111	1	1	1	0	1	2	0
3112	3112	1	1	1	1	2	0	0
3113	3113	0	1	1	1	1	1	1
3114	3114	1	1	1	1	1	1	0
3115	3115	1	1	1	0	1	1	1
3116	3116	1	1	1	1	1	1	0
3117	3117	1	1	1	1	1	1	0
3118	3118	1	1	0	1	1	1	1
3119	3119	1	1	1	1	1	1	0
3120	3120	1	1	1	1	1	1	0
3121	3121	1	1	0	1	0	1	2
3122	3122	2	1	1	1	0	1	0
3123	3123	1	1	1	1	1	1	0
3124	3124	1	1	1	0	1	1	1
3125	3125	1	0	1	1	1	1	1
3126	3126	0	1	1	1	1	1	1
3127	3127	1	1	1	1	1	1	0
3128	3128	1	1	1	1	1	1	0
3129	3129	1	1	1	1	0	1	1
3130	3130	1	1	1	1	1	1	0
3131	3131	1	1	1	0	1	1	1
3132	3132	2	1	1	1	0	1	0
3133	3133	1	1	1	0	1	1	1
3134	3134	0	1	2	1	1	1	0
3135	3135	2	1	1	0	1	1	0
3136	3136	1	1	1	0	1	1	1
3137	3137	1	1	1	0	1	1	1
3138	3138	0	2	2	1	1	0	0
3139	3139	1	1	1	1	1	1	0
3140	3140	0	1	1	1	1	1	1
3141	3141	1	1	1	1	0	1	1
3142	3142	1	1	1	1	1	1	0
3143	3143	2	0	0	0	2	1	1
3144	3144	1	1	1	1	1	1	0
3145	3145	1	1	1	1	1	1	0
3146	3146	0	1	1	1	2	0	1
3147	3147	1	2	0	0	1	1	1
3148	3148	0	1	1	1	1	1	1
3149	3149	1	1	1	0	1	1	1
3150	3150	1	1	1	1	1	1	0
3151	3151	0	2	1	0	2	1	0
3152	3152	1	1	1	1	1	0	1
3153	3153	1	1	1	1	1	1	0
3154	3154	1	1	1	1	0	1	1
3155	3155	0	1	2	0	1	2	0
3156	3156	0	1	1	1	2	0	1
3157	3157	0	1	1	1	2	1	0
3158	3158	1	1	1	1	1	1	0
3159	3159	0	2	1	1	1	1	0
3160	3160	1	1	1	1	1	1	0
3161	3161	1	2	1	0	1	0	1
3162	3162	1	1	0	1	1	1	1
3163	3163	1	1	1	1	1	1	0
3164	3164	1	1	0	1	1	1	1
3165	3165	1	1	1	1	1	1	0
3166	3166	0	2	2	1	1	0	0
3167	3167	1	1	1	0	1	1	1
3168	3168	0	2	1	0	1	1	1
3169	3169	1	1	1	1	1	0	0
3170	3170	1	1	1	0	1	1	1
3171	3171	1	1	1	1	0	1	1
3172	3172	1	1	1	1	1	1	0
3173	3173	1	1	1	1	1	0	1
3174	3174	1	1	1	1	1	1	0
3175	3175	1	1	1	1	1	1	0
3176	3176	1	1	1	1	1	1	0
3177	3177	1	1	0	1	1	1	1
3178	3178	1	1	1	1	0	1	1
3179	3179	0	1	1	1	1	1	1
3180	3180	0	0	3	1	1	1	0
3181	3181	1	1	0	1	2	1	0
3182	3182	2	1	1	0	1	1	0
3183	3183	1	1	1	0	1	1	1
3184	3184	1	1	1	1	1	1	0
3185	3185	1	1	1	1	0	1	1
3186	3186	2	1	1	0	1	1	0
3187	3187	1	1	1	0	0	1	1
3188	3188	0	1	1	0	1	1	2
3189	3189	1	1	1	0	1	1	1
3190	3190	2	1	1	0	1	1	0
3191	3191	1	1	2	1	1	0	0
3192	3192	0	1	1	1	1	1	1
3193	3193	1	1	1	1	1	1	0
3194	3194	1	1	1	0	1	1	1
3195	3195	0	1	1	1	1	1	1
3196	3196	1	1	1	0	1	1	1
3197	3197	1	1	1	1	1	1	0
3198	3198	2	0	1	1	1	1	0
3199	3199	2	1	1	0	1	1	0
3200	3200	0	1	2	1	0	1	1
3201	3201	1	1	1	1	1	1	0
3202	3202	1	1	1	1	1	1	0
3203	3203	1	0	1	0	1	2	1
3204	3204	0	1	1	1	2	1	0
3205	3205	0	1	2	0	0	2	1
3206	3206	2	1	1	1	1	0	0
3207	3207	1	0	1	1	1	1	1
3208	3208	1	1	1	1	0	1	1
3209	3209	1	1	1	1	1	0	1
3210	3210	0	1	1	1	2	1	0
3211	3211	1	1	1	0	1	1	1
3212	3212	0	1	1	1	1	1	1
3213	3213	1	1	1	0	1	1	1
3214	3214	1	1	1	1	1	1	0
3215	3215	0	1	1	1	1	1	1
3216	3216	0	3	1	1	1	0	0
3217	3217	1	1	1	1	1	1	0
3218	3218	0	1	1	1	1	1	1
3219	3219	1	2	1	1	1	0	0
3220	3220	1	1	1	1	1	0	1
3221	3221	1	1	1	0	1	2	0
3222	3222	1	1	1	1	1	0	1
3223	3223	0	1	1	1	1	1	1
3224	3224	1	0	1	1	1	1	1
3225	3225	0	1	1	2	1	1	0
3226	3226	1	1	1	1	1	1	0
3227	3227	2	0	1	1	1	1	0
3228	3228	1	1	1	1	1	1	0
3229	3229	1	2	1	0	0	1	1
3230	3230	0	1	1	1	1	1	1
3231	3231	1	1	1	0	1	1	1
3232	3232	1	1	1	0	1	1	1
3233	3233	0	1	1	2	1	1	0
3234	3234	1	1	1	1	0	1	1
3235	3235	0	1	1	1	1	1	1
3236	3236	1	0	1	1	1	1	1
3237	3237	1	1	1	0	1	1	1
3238	3238	0	2	2	1	1	0	0
3239	3239	1	0	1	1	1	1	1
3240	3240	0	0	1	1	2	1	1
3241	3241	1	0	1	0	0	1	2
3242	3242	1	1	1	0	1	1	1
3243	3243	2	1	1	0	1	1	0
3244	3244	1	1	1	1	1	0	1
3245	3245	0	1	0	3	1	1	0
3246	3246	1	2	1	0	1	0	1
3247	3247	0	1	1	1	1	1	1
3248	3248	1	1	1	1	1	1	0
3249	3249	1	1	1	1	1	0	0
3250	3250	1	1	1	1	1	1	0
3251	3251	1	1	1	0	1	1	1
3252	3252	1	1	1	1	0	1	1
3253	3253	0	1	1	1	1	1	1
3254	3254	1	1	1	1	0	1	1
3255	3255	1	1	1	0	1	1	1
3256	3256	1	1	1	0	1	1	0
3257	3257	1	1	1	1	1	1	0
3258	3258	1	1	1	1	1	1	0
3259	3259	1	1	1	0	1	1	1
3260	3260	1	1	1	1	2	0	0
3261	3261	0	1	1	1	1	1	1
3262	3262	1	0	1	0	2	1	1
3263	3263	0	1	0	1	2	1	1
3264	3264	1	1	1	1	1	1	0
3265	3265	0	2	1	0	1	1	1
3266	3266	0	1	2	1	1	1	0
3267	3267	1	1	1	1	0	1	1
3268	3268	1	1	1	0	1	1	1
3269	3269	1	1	1	0	1	1	1
3270	3270	0	1	1	1	1	1	1
3271	3271	1	2	1	0	0	1	1
3272	3272	0	3	1	1	1	0	0
3273	3273	0	1	1	1	1	1	1
3274	3274	1	0	1	1	1	1	1
3275	3275	1	1	1	1	1	1	0
3276	3276	1	0	1	0	2	1	1
3277	3277	1	1	0	1	1	1	1
3278	3278	1	2	1	0	1	1	0
3279	3279	1	1	1	1	0	1	1
3280	3280	0	1	1	1	1	1	1
3281	3281	1	1	1	0	1	1	1
3282	3282	0	1	1	1	2	1	0
3283	3283	1	2	2	0	0	1	0
3284	3284	0	2	1	0	1	1	1
3285	3285	0	1	1	1	1	1	1
3286	3286	1	1	1	1	1	1	0
3287	3287	0	1	1	1	1	1	1
3288	3288	0	1	1	2	1	1	0
3289	3289	0	1	3	1	1	0	0
3290	3290	2	1	1	1	1	0	0
3291	3291	0	0	0	1	2	2	1
3292	3292	0	1	1	1	2	1	0
3293	3293	1	1	1	1	1	0	1
3294	3294	0	1	1	1	2	1	0
3295	3295	1	0	1	1	0	1	1
3296	3296	1	1	1	2	0	1	0
3297	3297	1	1	1	1	1	1	0
3298	3298	1	1	0	0	1	2	1
3299	3299	1	0	2	1	0	1	1
3300	3300	0	1	1	2	1	0	1
3301	3301	1	1	1	1	1	1	0
3302	3302	0	1	2	1	1	1	0
3303	3303	1	1	1	1	1	1	0
3304	3304	0	1	1	0	1	1	1
3305	3305	1	1	0	1	2	1	0
3306	3306	1	1	1	1	1	1	0
3307	3307	0	1	1	1	1	1	1
3308	3308	2	1	1	0	1	1	0
3309	3309	1	0	1	0	1	2	1
3310	3310	1	1	1	0	1	1	1
3311	3311	1	1	1	1	1	1	0
3312	3312	2	1	1	0	1	1	0
3313	3313	1	1	1	1	1	1	0
3314	3314	0	2	1	1	0	1	1
3315	3315	2	1	1	0	1	1	0
3316	3316	1	1	1	0	1	1	1
3317	3317	1	1	1	1	1	0	1
3318	3318	1	1	1	0	2	0	1
3319	3319	0	0	1	1	1	1	1
3320	3320	1	1	1	1	0	1	1
3321	3321	1	1	1	1	1	1	0
3322	3322	1	1	1	1	1	1	0
3323	3323	1	0	1	1	1	1	1
3324	3324	2	1	0	1	0	1	1
3325	3325	1	1	1	1	2	0	0
3326	3326	2	1	1	1	1	0	0
3327	3327	1	1	1	1	1	1	0
3328	3328	0	1	1	2	1	1	0
3329	3329	2	1	1	1	0	1	0
3330	3330	1	1	0	1	1	1	1
3331	3331	1	1	1	1	1	1	0
3332	3332	1	0	1	1	1	1	1
3333	3333	0	2	1	1	1	1	0
3334	3334	1	1	1	0	1	1	1
3335	3335	1	1	0	1	1	1	1
3336	3336	0	1	1	1	1	1	1
3337	3337	1	1	1	1	0	1	1
3338	3338	0	1	1	0	2	1	1
3339	3339	3	1	1	0	1	0	0
3340	3340	0	2	2	1	1	0	0
3341	3341	1	1	1	1	1	1	0
3342	3342	0	1	1	1	1	1	0
3343	3343	1	1	2	0	2	0	0
3344	3344	1	1	1	0	1	1	1
3345	3345	1	1	1	1	1	1	0
3346	3346	1	1	1	0	1	1	1
3347	3347	1	1	1	0	1	1	1
3348	3348	1	1	1	1	1	1	0
3349	3349	1	1	1	1	2	0	0
3350	3350	1	1	1	1	1	1	0
3351	3351	1	1	0	0	1	1	2
3352	3352	1	1	1	0	1	1	1
3353	3353	0	1	1	1	1	1	1
3354	3354	1	1	1	1	0	1	1
3355	3355	1	1	1	1	1	1	0
3356	3356	1	1	1	0	3	0	0
3357	3357	0	1	1	1	1	1	1
3358	3358	0	1	1	1	1	1	1
3359	3359	1	1	1	1	1	1	0
3360	3360	1	1	1	1	1	1	0
3361	3361	1	1	1	1	1	0	1
3362	3362	2	1	1	1	1	0	0
3363	3363	1	1	1	1	1	1	0
3364	3364	1	1	1	0	1	1	1
3365	3365	1	1	1	1	1	1	0
3366	3366	0	1	1	1	1	1	1
3367	3367	0	2	1	1	0	1	1
3368	3368	1	1	1	1	0	1	1
3369	3369	1	1	1	2	0	0	1
3370	3370	0	1	1	1	1	1	1
3371	3371	0	2	1	1	1	1	0
3372	3372	1	1	1	1	0	1	1
3373	3373	1	0	1	0	2	1	1
3374	3374	1	1	1	1	1	1	0
3375	3375	1	1	1	0	1	1	1
3376	3376	1	1	1	1	1	1	0
3377	3377	1	1	1	0	1	1	1
3378	3378	2	1	1	0	1	1	0
3379	3379	1	1	1	1	1	0	1
3380	3380	1	1	1	1	1	0	1
3381	3381	1	2	0	0	1	1	1
3382	3382	1	1	1	1	1	0	1
3383	3383	1	1	1	1	1	1	0
3384	3384	0	2	1	2	1	0	0
3385	3385	1	1	1	1	1	1	0
3386	3386	0	2	1	0	1	1	1
3387	3387	1	1	1	1	1	1	0
3388	3388	1	1	1	1	1	1	0
3389	3389	0	1	1	1	1	0	1
3390	3390	0	1	1	1	1	1	1
3391	3391	0	2	1	0	1	1	1
3392	3392	1	1	0	2	1	1	0
3393	3393	1	1	1	1	1	1	0
3394	3394	1	0	1	0	1	1	1
3395	3395	1	1	1	1	1	0	1
3396	3396	0	1	1	1	1	1	1
3397	3397	1	1	1	0	2	1	0
3398	3398	1	1	0	1	2	1	0
3399	3399	1	1	1	0	1	1	1
3400	3400	1	1	1	0	1	1	1
3401	3401	1	1	1	1	0	1	1
3402	3402	1	1	2	1	1	0	0
3403	3403	1	1	1	1	1	1	0
3404	3404	1	1	1	1	1	1	0
3405	3405	1	1	1	0	1	1	1
3406	3406	1	1	0	1	1	1	1
3407	3407	2	1	1	1	0	1	0
3408	3408	2	0	0	1	1	1	1
3409	3409	1	2	2	1	0	0	0
3410	3410	1	1	1	0	1	1	1
3411	3411	1	1	1	0	1	1	1
3412	3412	2	1	1	0	1	1	0
3413	3413	1	1	1	1	1	1	0
3414	3414	0	1	1	1	1	1	1
3415	3415	1	1	1	1	1	1	0
3416	3416	1	0	1	1	1	1	1
3417	3417	1	1	1	1	1	0	1
3418	3418	1	1	1	0	1	1	1
3419	3419	2	1	0	0	1	1	1
3420	3420	1	1	1	0	1	1	1
3421	3421	0	1	1	0	2	1	1
3422	3422	1	1	1	1	0	1	1
3423	3423	1	1	1	1	1	1	0
3424	3424	1	1	1	0	1	1	1
3425	3425	0	2	1	1	2	0	0
3426	3426	1	1	1	0	1	1	1
3427	3427	0	1	1	0	2	1	1
3428	3428	0	1	1	1	1	1	1
3429	3429	1	1	1	0	1	1	1
3430	3430	2	1	1	0	1	1	0
3431	3431	0	1	1	2	0	1	1
3432	3432	0	1	1	1	1	1	1
3433	3433	1	1	1	1	1	1	0
3434	3434	0	1	1	1	2	1	0
3435	3435	1	1	1	1	0	1	1
3436	3436	2	1	1	0	0	1	1
3437	3437	1	1	1	1	1	0	1
3438	3438	1	1	1	1	1	1	0
3439	3439	1	1	1	1	2	0	0
3440	3440	1	1	1	0	1	1	1
3441	3441	1	1	1	1	1	1	0
3442	3442	1	1	1	1	1	1	0
3443	3443	0	2	1	1	1	1	0
3444	3444	0	1	2	0	1	1	1
3445	3445	1	1	1	1	1	1	0
3446	3446	1	1	1	1	1	1	0
3447	3447	0	1	2	1	2	0	0
3448	3448	0	1	1	1	1	1	1
3449	3449	1	1	1	0	1	1	1
3450	3450	0	1	1	1	1	1	1
3451	3451	1	0	1	1	1	1	1
3452	3452	1	1	1	0	1	1	1
3453	3453	1	1	1	0	1	1	1
3454	3454	1	1	1	1	1	0	1
3455	3455	1	1	1	0	1	1	1
3456	3456	2	1	1	0	1	1	0
3457	3457	1	1	1	1	1	1	0
3458	3458	0	1	1	1	1	1	1
3459	3459	2	1	1	0	0	1	1
3460	3460	2	1	1	0	1	1	0
3461	3461	1	1	1	0	0	1	2
3462	3462	1	1	1	0	1	1	1
3463	3463	1	1	1	1	1	1	0
3464	3464	1	1	1	0	1	1	1
3465	3465	1	0	1	0	2	0	1
3466	3466	1	1	1	1	0	1	1
3467	3467	1	1	1	1	1	1	0
3468	3468	0	1	1	2	2	0	0
3469	3469	1	2	1	1	1	0	0
3470	3470	1	1	1	1	1	1	0
3471	3471	1	1	0	1	1	1	1
3472	3472	1	1	1	0	1	1	1
3473	3473	1	0	2	1	0	1	1
3474	3474	1	0	1	1	1	1	1
3475	3475	0	1	1	1	3	0	0
3476	3476	1	1	1	1	1	1	0
3477	3477	1	1	1	1	0	1	1
3478	3478	1	1	1	0	1	1	1
3479	3479	1	1	1	1	0	1	1
3480	3480	1	1	0	0	1	2	1
3481	3481	1	0	0	2	1	1	1
3482	3482	0	1	1	0	1	1	2
3483	3483	1	1	1	1	1	1	0
3484	3484	1	1	0	1	1	1	1
3485	3485	1	1	1	1	1	1	0
3486	3486	1	1	1	0	1	1	1
3487	3487	1	1	1	1	1	1	0
3488	3488	0	1	1	1	1	1	1
3489	3489	0	1	1	1	2	0	1
3490	3490	1	1	1	1	1	1	0
3491	3491	0	1	1	1	1	1	1
3492	3492	0	1	1	1	1	1	1
3493	3493	1	1	1	1	1	1	0
3494	3494	1	1	1	1	1	1	0
3495	3495	1	2	1	0	1	1	0
3496	3496	1	1	1	1	1	1	0
3497	3497	1	0	1	1	1	1	1
3498	3498	1	1	1	1	0	1	1
3499	3499	0	1	2	1	2	0	0
3500	3500	1	1	1	1	1	1	0
3501	3501	1	1	1	1	1	1	0
3502	3502	1	1	1	1	1	1	0
3503	3503	1	2	2	0	0	1	0
3504	3504	0	2	1	0	1	1	1
3505	3505	0	2	1	1	2	0	0
3506	3506	1	1	1	1	0	1	1
3507	3507	0	1	1	1	1	1	1
3508	3508	0	1	1	1	1	1	1
3509	3509	2	1	1	0	0	1	1
3510	3510	1	1	1	1	1	1	0
3511	3511	0	2	1	1	1	1	0
3512	3512	0	1	1	1	1	1	1
3513	3513	1	1	1	1	1	0	1
3514	3514	0	1	1	1	1	1	1
3515	3515	1	1	1	1	1	1	0
3516	3516	1	1	1	1	0	1	1
3517	3517	1	1	1	0	0	2	1
3518	3518	1	1	1	1	1	1	0
3519	3519	0	1	1	1	1	1	1
3520	3520	1	1	0	2	1	0	1
3521	3521	1	1	1	0	1	1	1
3522	3522	1	1	1	0	1	1	1
3523	3523	2	0	1	1	1	1	0
3524	3524	1	1	1	0	1	1	1
3525	3525	1	1	0	1	1	1	1
3526	3526	1	1	1	0	1	1	1
3527	3527	1	1	1	1	1	0	1
3528	3528	1	1	1	1	0	1	1
3529	3529	1	1	1	0	1	1	1
3530	3530	1	1	2	1	1	0	0
3531	3531	2	0	1	0	1	1	1
3532	3532	0	1	1	1	1	1	1
3533	3533	1	1	1	0	1	1	1
3534	3534	1	1	1	1	1	1	0
3535	3535	1	2	1	0	1	0	1
3536	3536	1	1	1	1	1	0	1
3537	3537	1	1	1	1	0	1	0
3538	3538	1	1	1	1	0	1	1
3539	3539	1	1	1	1	1	1	0
3540	3540	1	1	1	1	0	1	1
3541	3541	1	1	1	1	1	1	0
3542	3542	0	2	1	1	1	0	1
3543	3543	1	1	1	0	1	1	1
3544	3544	1	1	1	1	0	1	1
3545	3545	1	1	1	0	1	1	1
3546	3546	1	1	2	0	0	1	1
3547	3547	2	1	1	0	1	0	1
3548	3548	1	1	1	0	1	1	1
3549	3549	1	2	1	0	0	1	1
3550	3550	2	1	1	0	1	1	0
3551	3551	1	1	0	1	1	1	1
3552	3552	1	1	1	0	2	1	0
3553	3553	1	1	1	1	1	1	0
3554	3554	1	1	1	1	1	1	0
3555	3555	0	1	1	1	1	1	1
3556	3556	1	1	1	0	1	1	1
3557	3557	1	1	1	1	1	1	0
3558	3558	1	1	1	1	1	0	1
3559	3559	1	1	1	0	1	1	1
3560	3560	1	1	1	1	1	1	0
3561	3561	1	1	1	0	1	1	1
3562	3562	1	1	1	0	1	1	1
3563	3563	1	1	1	1	0	1	1
3564	3564	1	1	1	0	1	1	1
3565	3565	1	1	1	1	1	1	0
